RS;archive/general area;detail in general;loc;pt;depth;script;genre;date;scribe;origin;bibliography;museal sig;col
17.077;Royal Palace;Southern archive;V;883;3.40;s-ak;J;;32;u;P6,n43;D 4556;
17.108;Royal Palace;Southern archive;V;893;3.50;s-ak;JI;In;;k;P4,165;D 4575;
17.116;Royal Palace;Southern archive;V;879;2.10;s-ak;LeI;[Sgm];;[am];P4,132;D 4582;
17.126;Royal Palace;Southern archive;V;1048;0.35;;;;;;P6,134;D -;
17.132;Royal Palace;Southern archive;V;1037;3.70;s-ak;LeI;(S-l), N-2;;h;P4,35;D 4594;
17.331;Royal Palace;Southern archive;V;896;3.65;s-ak;J;Np;;u;P6,n21;D 4673;
17.331[A];Royal Palace;Southern archive;V;896;;;;;;;frg.;;
17.343A;Royal Palace;Southern archive;V;1161;0.70;s-ak;J;;;u;P6,n48;D -;
17.343B;Royal Palace;Southern archive;V;1161;;a-ug;E;;;u;4.298;;
18.020+17.371;Royal Palace;Southern archive;V;1242|1221;1.70|2.20;s-ak;JI;N-3?;32;u;P4>202;D 4711;
17.460;Royal Palace;Southern archive;V;1193;1.40;s-ak;?;;;;P6,nl81;;
17.[466];Royal Palace;Southern archive;V;782;0.90;;;;;;frg.;;
17.[467];Royal Palace;Southern archive;V;782;0.80;;;;;;frg.;;
18.007B;Royal Palace;Southern archive;V;1310;;a-ug;E;;;u;4.323;D -;
18.007C;Royal Palace;Southern archive;V;1310;;a-ug;E;;;u;4.324;D -;
18.007D;Royal Palace;Southern archive;V;1310;;a-ug;E;;;u;4.325;D -;
18.007E;Royal Palace;Southern archive;V;1310;;a-ug;E;;;u;4.326;D -;
18.007F;Royal Palace;Southern archive;V;1310;;a-ug;E;;;u;4.327;D -;
18.007[G]+18.007[H]+18.007[I]+18.007[J]+18.007[K]+18.007[L]+18.007[M]+18.007[N]+18.007[O]+18.007[P]+18.007[Q]+18.007[R]+18.007[S]+18.007[T]+18.007[U];Royal Palace;Southern archive;V;1310;;;;;;;frgs.;D -;
18.012;Royal Palace;Southern archive;V;1250;3.30;a-ug;E;;;u;4.334;D 4762;
18.022;Royal Palace;Southern archive;V;1346;1.50;s-ak;E/J?;;;u;P6,n55;D 4766;**
18.023;Royal Palace;Southern archive;V;1349;1.80;a-ug;E;;;u;4.336;D 4767;
18.056;Royal Palace;Southern archive;V;1326;3.30;a-ug;Rel;;;u;1.87;D 4799;
18.070;Royal Palace;Southern archive;V;1340;1.60;h-hi;seal;;;h;U3.55;;
18.115;Royal Palace;Southern archive;V;1442;2.20;s-ak;T;I[n?];;k;P4,158;D 4833;
18.117;Royal Palace;Southern archive;V;1361;2.20;a-ug;E;;;u;4.389;D 4835;
18.118;Royal Palace;Southern archive;V;1355;2.00;a-ug;J;;;u;3.7;D 4836;
18.119;Royal Palace;Southern archive;V;1355;;a-ug;E;;;u;4.390;D 4837;
18.128;Royal Palace;Southern archive;V;1471;3.40;;;;;;bulla;D 4838;
18.250A(+)18.250B;Royal Palace;Southern archive;V;1331;2.90;a-ug;E;;;u;4.410;D 4857;
18.250[C];Royal Palace;Southern archive;V;1331;;a-ug;E;;;u;4.411;D -;
18.250[D]=18.250bis;Royal Palace;Southern archive;V;1331 (?);;a-ug;;;;;7.69;D -;
18.251;Royal Palace;Southern archive;V;1331;;a-ug;E;;;u;4.412;D 4859;
18.251[A];Royal Palace;Southern archive;V;1331;;a-ug;E;;;u;4.413;D -;
18.251[B];Royal Palace;Southern archive;V;1331;;a-ug;E;;;u;4.415;D -;
18.251[C];Royal Palace;Southern archive;V;1331;;a-ug;E;;;u;4.414;D -;
18.258;Royal Palace;Southern archive;V;1429, 1254;0.70;a-ug;E;;;u;4.417;D 4861;
18.264;Royal Palace;Southern archive;V;1254;0.70;s-ak;J;;43;u;P6,n65;D 4862;
18.265[A];Royal Palace;Southern archive;V;1276;;s-ak;J;I[b?];49;u;P6,n41;D -;
18.265[B];Royal Palace;Southern archive;V;1276;;;;;;;frg.;D -;
18.273;Royal Palace;Southern archive;V;1331;2.90;s-ak;JI?;Ib?;;;P4.196;D 4866;
18.273A;Royal Palace;Southern archive;V;1331;2.90;s-ak;;;;;;D -;
18.279A(+)18.279B+18.279C+18.279D+18.279E;Royal Palace;Southern archive;V;1361;2.20;s-ak;E;;;u;P6,nl69;D -;**
18.280;Royal Palace;Southern archive;V;1363;3.10;s-ak;J;Ib;32;u;P6>n42;D 4868;
18.284;Royal Palace;Southern archive;V;dump;;s-ak;po;N-?, A-?;;u;P6,nl77;;
18.290;Royal Palace;Southern archive;V;1396;2.85;a-ug;E;;;u;4.420;;
18.477;Royal Palace;Southern archive;V;1454;2.95;a-ug;E;;;u;4.551;D-;
18.478;Royal Palace;Southern archive;V;1361;2.20;a-ug;E;;;u;4.552;D-;
18.479;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.553;D-;
18.480;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.554;D-;
18.481;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.555;D-;
18.482;Royal Palace;Southern archive;V;1361;;a-ug;Le;;;;2.58;D-;
18.483;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.556;D-;
18.484;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.557;D-;
18.485;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.558;D-;
18.486;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.559;D-;
18.487;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.560;D-;
18.488;Royal Palace;Southern archive;V;1361;;a-;;;;;7.114;D-;
18.489;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.561;D-;
18.490;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.562;D-;
18.491;Royal Palace;Southern archive;V;1361;;a-;;;;;7.115;D-;
18.492;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.563;D-;
18.493;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.564;D-;
18.494;Royal Palace;Southern archive;V;1361;;a-;;;;;7.116;D-;
18.495;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.565;D-;
18.496;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.566;D-;
18.497;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.567;D-;
18.498;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.568;D-;
18.499;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.569;D-;
18.500;Royal Palace;Southern archive;V;1361;;a-ug;Le?;;;;2.59;D-;
18.501;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.570;D-;
18.502;Royal Palace;Southern archive;V;1361;;a-;;;;;7.117;D-;
18.503;Royal Palace;Southern archive;V;1361;;a-;;;;;7.118;D-;
18.504;Royal Palace;Southern archive;V;1361;;a-ug;E;;;u;4.571;D-;
18.511+18.521;Royal Palace;Southern archive;V;ib.|1362;2.60;a-ug;E;;;u;4.581;D-;
18.519;Royal Palace;Southern archive;V;1362;2.60;a-ug;E;;;u;4.579;D-;
18.520;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.580;D-;
18.522;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.582;D-;
18.523;Royal Palace;Southern archive;V;1362;;a-;;;;;7.121;D-;
18.524;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.583;D-;
18.525;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.584;D-;
18.526;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.585;D-;
18.527;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.586;D-;
18.528;Royal Palace;Southern archive;V;1362;;a-ug;Le;;;;2.60;D-;
18.529;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.587;D-;
18.529[A]+18.529[B]+18.529[C]+18.529[D]+18.529[E];Royal Palace;Southern archive;V;1362;;a-;;;;;frgs.;D-;
18.530;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.588;D-;
18.531;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.589;D-;
18.532;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.590;D-;
18.540;Royal Palace;Southern archive;V;1244;2.40;a-;;;;;7.122;D-;
18.541;Royal Palace;Southern archive;V;1362;2.60;a-ug;E;;;u;4.596;D-;
18.542;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.597;D-;
18.543;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.598;D-;
18.544;Royal Palace;Southern archive;V;1362;;a-;;;;;7.123;D-;
18.545;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.599;D-;
18.546;Royal Palace;Southern archive;V;1362;;a-ug;E;;;u;4.600;D-;
19.253;Royal Palace;Southern archive;V;dump;;s-;;;;;;;
18.072;Royal Palace;Southern archive;V (four);1331;2.90;a-ug;E;;;u;4.364;D 4802;
18.073;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.365;D 4803;
18.074;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.366;D 4804;
18.074[A]+18.074[B];Royal Palace;Southern archive;V (four);1331;;;;;;;frgs.;;
18.075;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;;2.41;D 4805;
18.076;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.367;D 4806;
18.077;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.368;D 4807;
18.078;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.369;D 4808;
18.079;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.370;D 4809;
18.080A;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.371;D 4810;
18.080B;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.372;D -;
18.080[C];Royal Palace;Southern archive;V (four);1331;;;;;;;frg.;AO -;
18.081;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.373;D 4811;
18.082;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.374;D 4812;
18.083;Royal Palace;Southern archive;V (four);1331;;a-;;;;;;D -;
18.084;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.375;D4813;
18.085;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.376;D 4814;
18.086;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.377;D 4815;
18.087;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.378;D 4816;
18.098;Royal Palace;Southern archive;V (four);1331;2.90;a-ug;E;;;u;4.379;D 4819;
18.129;Royal Palace;Southern archive;V (four);1331;2.90;a-ug;E;;;u;4.391;D 4839;
18.130;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.392;D 4840;
18.131;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.393;D 4841;
18.132;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.394;D 4842;
18.133;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.395;D 4843;
18.134;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;u;2.44;D 4844;
18.135;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.396;D 4845;
18.136;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.397;D 4846;
18.137;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.398;D 4847;
18.138;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.399;D 4848;
18.139;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.400;D 4849;
18.140;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;;2.45;D 4850;
18.140[A]+18.140[B]+18.140[C]+18.140[D]+18.140[E];Royal Palace;Southern archive;V (four);1331;;;;;;;frgs.;D --;
18.141;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.401;D 4851;
18.142;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.402;D 4852;
18.143[A];Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.403;D -;
18.143[B];Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.404;D -;
18.143[C];Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.405;D -;
18.143[D];Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.406;D -;
18.143[E];Royal Palace;Southern archive;V (four);1331;;;tag;;;;;D -;
18.144;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.407;D 4853;
18.145[A]+18.145[B]+18.145[C];Royal Palace;Southern archive;V (four);1331;;;;;;;frgs.;D -;
18.146;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.408;D 4854;
18.146bis;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.409;D -;
18.147;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;;2.46;D 4855;
18.148;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;;2.47;D 4856;
18.310;Royal Palace;Southern archive;V (four);1331;;s-;;;;;frg.;;
18.311;Royal Palace;Southern archive;V (four);1331;;s-;;;;;frg-;;
18.312;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;;2.51;;
18.313;Royal Palace;Southern archive;V (four);1331;;s-;;;;;frg.;;
18.314;Royal Palace;Southern archive;V (four);1331;;a-ug;;;;;7.70;;
18.315;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.439;;
18.316;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.71;;
18.317+18.391;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.440|4.493;D-;
18.318;Royal Palace;Southern archive;V (four);1331;2.90;a-ug;E;;;u;4.441;D-;
18.319;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.442;D-;
18.320;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.443;D-;
18.321;Royal Palace;Southern archive;V (four);1331;;a-;;;;u;7.72;D-;
18.322;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.444;D-;
18.323;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.445;D-;
18.324;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.446;D-;
18.551+18.325;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.447 |4.602;D-;
18.326;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.448;D-;
18.327;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.449;D-;
18.328;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.450;D-;
18.329;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.451;D-;
18.330;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.73;D-;
18.331;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.74;D-;
18.332;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.452;D-;
18.333;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.453 ;D-;
18.334;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.75;D-;
18.335;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.454;D-;
18.336;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.76;D-;
18.337;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.77;D-;
18.338;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.78;D-;
18.339;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.455;D-;
18.340;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.456;D-;
18.341;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.79;D-;
18.342;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.457;D-;
18.343;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.80;D-;
18.344;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.458;D-;
18.345;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.459;D-;
18.346;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.460;D-;
18.347;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.81;D-;
18.348;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.461;D-;
18.349;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.462;D-;
18.350;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.463;D-;
18.351;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.464;D-;
18.352;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.82;D-;
18.353;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.83;D-;
18.354;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.465;D-;
18.355;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.84;D-;
18.356;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.466;D-;
18.357;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.85;D-;
18.358;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.467;D-;
18.359;Royal Palace;Southern archive;V (four);1331;;a-;;;;u;7.86;D-;
18.360;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.468;D-;
18.361;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.469;D-;
18.362;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.470;D-;
18.363;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.471;D-;
18.364;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;;2.52;D-;
18.365;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.472;D-;
18.366;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.473;D-;
18.367;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.474;D-;
18.368;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.475;D-;
18.369;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.476;D-;
18.370;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.87;D-;
18.371;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.477;D-;
18.372;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.478;D-;
18.373;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.479;D-;
18.374;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.480;D-;
18.437;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.520;D-;
18.438;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.106;D-;
18.439;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;7.107;D-;
18.440;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.521;D-;
18.441;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.522;D-;
18.442;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.523;D-;
18.443;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;;2.57;D-;
18.444;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.524;D-;
18.445;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.525;D-;
18.446;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.526;D-;
18.447;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.527;D-;
18.448;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.528;D-;
18.449;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.108;D-;
18.450;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.529;D-;
18.451;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.530;D-;
18.452;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.531;D-;
18.453;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.109;D-;
18.454;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.532;D-;
18.455;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.533;D-;
18.456;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.534;D-;
18.457;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.535;D-;
18.458;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.536;D-;
18.459;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.537;D-;
18.460;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.538;D-;
18.461;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.110;D-;
18.462;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.111;D-;
18.463;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.539;D-;
18.464;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.540;D-;
18.465;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.541;D-;
18.466;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.112;D-;
18.467;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.113;D-;
18.468;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.542;D-;
18.469;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.543;D-;
18.547;Royal Palace;Southern archive;V (four);1331;2.90;a-;;;;;7.124;D-;
18.548;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.125;D-;
18.549;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.126;D-;
18.550;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.601;D-;
18.552;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.603;D-;
18.553;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.127;D-;
18.554;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.604;D-;
18.555;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.605;D-;
18.556;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.128;D-;
18.557;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.606;D-;
18.558[A]+18.558[B]+18.558[C]+18.558[D]+18.558[E]+18.558[F]+18.558[G]+18.558[H]+18.558[I]+18.558[J]+18.558[K]+18.558[L]+18.558[M]+18.558[N];Royal Palace;Southern archive;V (four);1331;;a-;;;;;frgs.;D-;
18.559[A]+18.559[B]+18.559[C]+18.559[D]+18.559[E]+18.559[F]+18.559[G]+18.559[H]+18.559[I]+18.559[J]+18.559[K]+18.559[L]+18.559[M]+18.559[N]+18.559[O]+18.559[P]+18.559[Q]+18.559[R]+18.559[S]+18.559[T]+18.559[U];Royal Palace;Southern archive;V (four);1331;;a-;;;;;frgs.;D-;
18.560[A]+18.560[B]+18.560[C]+18.560[D]+18.560[E]+18.560[F]+18.560[G]+18.560[H]+18.560[I];Royal Palace;Southern archive;V (four);1331;;a-;;;;;frgs.;D-;
18.561[A]+18.561[B]+18.561[C]+18.561[D]+18.561[E];Royal Palace;Southern archive;V (four);1331;;a-;;;;;frgs.;D-;
18.562;Royal Palace;Southern archive;V (four);1331;;a-;;;;;frg.;D-;
18.563[A]+18.563[B]+18.563[C]+18.563[D];Royal Palace;Southern archive;V (four);1331;;a-;;;;;frgs.;D-;
24.660A=20.571A;Royal Palace;Southern archive;V (four);1331;2.90;a-ug;E;;;u;4.738;D 6682;
24.660B=20.571B;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.739;D 6683;
24.660C=20.571C;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.197;D 6684;
24.660D=20.571D;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.198;D -;
24.660E=20.571E;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.740;D -;
24.660F=20.571F;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.741;D -;
24.660G=20.571G;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;;2.69;D 6685;
24.660H=20.571H;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.199;D -;
24.660I=20.571I;Royal Palace;Southern archive;V (four);1331;;a-;;;;;7.200;D -;
24.660J=20.571J;Royal Palace;Southern archive;V (four);1331;;;seal;;;;;D -;
18.024;Royal Palace;Southern archive;V (four);1331;2.90;a-ug;E;;;u;4.337;D 4768;
18.025;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.338;D 4769;
18.026;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.339;D 4770;
18.027;Royal Palace;Southern archive;V (four);1331;;"a-ug;s-ak";E;;;u;4.340;D 4771;
18.028;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.341;D 4772;
18.028[A];Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.342;D -;
18.028[B];Royal Palace;Southern archive;V (four);1331;;;;;;;frg.;;
18.029;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.343;D 4773;
18.030;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.344;D 4774;
18.031;Royal Palace;Southern archive;V (four);1331;;a-ug;Le;;;t;2.38;D 4775;
18.032;Royal Palace;Southern archive;V (four);1331;;;;;;;frg.;;
18.033;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.345;D 4776;
18.034;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.346;D 4777;
18.035;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.347;D 4778;
18.036;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.348;D 4779;
18.037;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.349;D 4780;
18.038;Royal Palace;Southern archive;V (four);1331;;a-ug;LeI;Ap;;(h);2.39;D 4781;
18.039;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.350;D 4782;
18.040;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;t?;2.40;D 4783;
18.041;Royal Palace;Southern archive;V (four);1331;;a-ug;Rel;;;u;1.86;D 4784;
18.041[A];Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.351;;
18.042;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.352;D 4785;
18.043;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.353;D 4786;
18.044;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.354;D 4787;
18.045;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.355;D 4788;
18.046;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.356;D 4789;
18.047;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.357;D 4790;
18.048;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.358;D 4791;
18.049;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.359;D 4792;
18.050;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.360;D 4793;
18.051;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.361;D 4794;
18.052;Royal Palace;Southern archive;V (four);1331;;a-ug;E;;;u;4.362;D 4795;
18.007A;Royal Palace;Southern archive;V (four);1310|1331;3.50;a-ug;E;;;u;4.322;D -;
18.472=19.167;Royal Palace;Southwestern archives;V/80;1439;2.45;a-ug;E;;;u;4.546=4.660;D-;
18.536;Royal Palace;Southwestern archives;V/80;1466;2.85;a-ug;E;;;u;4.593;D-;
18.298;Royal Palace;Southwestern archives;V/81;1454;2.95;a-ug;E;;;u;4.426;;
